task_id	name	status	exit	realtime	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar
35	PULL_IPD_MHC (5)	CACHED	0	2s	26.8%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	9.4 KB
22	PULL_MHC_PROTEINS (3)	CACHED	0	1.5s	26.0%	0.5%	18.8 MB	470.7 MB	18.8 MB	470.7 MB	6.2 MB	5.6 KB
36	PULL_IPD_MHC (6)	CACHED	0	1.7s	32.0%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	9.5 KB
20	PULL_MHC_PROTEINS (1)	CACHED	0	1.6s	29.4%	0.5%	17.9 MB	469.3 MB	17.9 MB	469.3 MB	6.2 MB	5.5 KB
25	PULL_MHC_PROTEINS (6)	CACHED	0	1.3s	28.3%	0.5%	18.2 MB	470.6 MB	18.2 MB	470.6 MB	6.2 MB	5.6 KB
14	PULL_IPD_KIR (7)	CACHED	0	1.9s	26.7%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	18.3 KB
33	PULL_IPD_MHC (3)	CACHED	0	1.8s	29.7%	1.2%	45.1 MB	498.8 MB	45.1 MB	498.8 MB	6.6 MB	9.4 KB
26	PULL_MHC_PROTEINS (7)	CACHED	0	2.1s	22.4%	1.2%	45.2 MB	498.7 MB	45.2 MB	498.7 MB	6.2 MB	5.6 KB
32	PULL_IPD_MHC (2)	CACHED	0	2.1s	29.6%	1.2%	46.3 MB	499.8 MB	46.3 MB	499.8 MB	6.6 MB	9.4 KB
29	PULL_IPD_MHC (0)	CACHED	0	2s	25.4%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.2 MB	5.4 KB
37	PULL_IPD_MHC (7)	CACHED	0	2.2s	37.1%	1.1%	43.3 MB	498 MB	43.3 MB	498.2 MB	6.6 MB	9.5 KB
19	PULL_MHC_PROTEINS (0)	CACHED	0	1.3s	29.3%	0.5%	18.4 MB	469.3 MB	18.4 MB	469.3 MB	6.2 MB	5.5 KB
10	PULL_IPD_KIR (4)	CACHED	0	1.9s	27.5%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	18.9 KB
30	PULL_IPD_MHC (1)	CACHED	0	1.6s	31.1%	0.5%	18 MB	469.4 MB	18 MB	469.4 MB	6.6 MB	9.4 KB
3	PULL_IPD_KIR (1)	CACHED	0	2.6s	20.1%	1.1%	43.3 MB	497.9 MB	43.4 MB	498.2 MB	6.6 MB	18.4 KB
34	PULL_IPD_MHC (4)	CACHED	0	2.2s	27.2%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	9.4 KB
13	PULL_IPD_KIR (6)	CACHED	0	1.8s	39.8%	0.4%	15.4 MB	339.7 MB	15.4 MB	339.7 MB	6.6 MB	8.5 KB
23	PULL_MHC_PROTEINS (4)	CACHED	0	1.4s	28.7%	0.5%	18.7 MB	470.7 MB	18.7 MB	470.7 MB	6.2 MB	5.6 KB
6	PULL_IPD_KIR (2)	CACHED	0	1.7s	28.0%	1.2%	45.1 MB	498.8 MB	45.1 MB	498.8 MB	6.6 MB	18.4 KB
8	PULL_IPD_KIR (3)	CACHED	0	1.9s	28.3%	1.2%	46.6 MB	499.9 MB	46.6 MB	499.9 MB	6.6 MB	18.3 KB
24	PULL_MHC_PROTEINS (5)	CACHED	0	1.8s	28.0%	1.2%	45.8 MB	498.7 MB	45.8 MB	498.7 MB	6.2 MB	5.6 KB
2	PULL_IPD_KIR (0)	CACHED	0	1.7s	25.1%	1.2%	45.3 MB	498.8 MB	45.3 MB	498.8 MB	6.2 MB	5.4 KB
21	PULL_MHC_PROTEINS (2)	CACHED	0	1.4s	31.4%	0.5%	16.9 MB	468.9 MB	16.9 MB	469 MB	6.2 MB	5.6 KB
11	PULL_IPD_KIR (5)	CACHED	0	2.7s	18.9%	1.1%	43.9 MB	497.9 MB	43.9 MB	498.2 MB	6.6 MB	8.5 KB
38	PULL_IPD_MHC (8)	CACHED	0	1.9s	26.7%	1.2%	45.3 MB	498.8 MB	45.3 MB	498.8 MB	6.6 MB	9.5 KB
72	PULL_IPD_MHC (12)	CACHED	0	2s	42.4%	1.2%	45.5 MB	498.8 MB	45.5 MB	498.8 MB	6.6 MB	9.5 KB
71	PULL_IPD_MHC (11)	CACHED	0	1.7s	31.0%	0.5%	18 MB	469.4 MB	18 MB	469.4 MB	6.6 MB	9.5 KB
75	PULL_IPD_KIR (11)	CACHED	0	1.9s	35.9%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	18.3 KB
17	PULL_IPD_KIR (8)	CACHED	0	1.9s	35.8%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	18.3 KB
67	PULL_IPD_KIR (9)	CACHED	0	2.1s	24.9%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	18.4 KB
69	PULL_IPD_MHC (9)	CACHED	0	1.8s	30.9%	1.2%	45.5 MB	498.8 MB	45.5 MB	498.8 MB	6.6 MB	9.4 KB
78	PULL_MHC_PROTEINS (9)	CACHED	0	1.9s	30.0%	1.2%	45.1 MB	498.7 MB	45.1 MB	498.7 MB	6.2 MB	5.6 KB
80	PULL_IPD_KIR (14)	CACHED	0	2s	28.1%	1.2%	46.9 MB	499.9 MB	46.9 MB	499.9 MB	6.6 MB	18.6 KB
76	PULL_IPD_KIR (12)	CACHED	0	1.9s	31.5%	1.2%	45.6 MB	498.8 MB	45.6 MB	498.8 MB	6.6 MB	18.6 KB
84	PULL_MHC_PROTEINS (10)	CACHED	0	2s	25.9%	1.2%	45.3 MB	498.7 MB	45.3 MB	498.7 MB	6.2 MB	5.6 KB
73	PULL_IPD_MHC (13)	CACHED	0	2.4s	25.3%	1.2%	45.3 MB	498.8 MB	45.3 MB	498.8 MB	6.6 MB	9.5 KB
83	PULL_IPD_KIR (15)	CACHED	0	1.9s	29.2%	1.2%	45.6 MB	498.8 MB	45.6 MB	498.8 MB	6.6 MB	18.3 KB
85	PULL_MHC_PROTEINS (11)	CACHED	0	1.9s	26.2%	1.2%	45.4 MB	498.7 MB	45.4 MB	498.7 MB	6.2 MB	5.6 KB
74	PULL_IPD_MHC (14)	CACHED	0	2.1s	29.9%	1.2%	45.1 MB	498.8 MB	45.1 MB	498.8 MB	6.6 MB	9.5 KB
70	PULL_IPD_MHC (10)	CACHED	0	2s	28.2%	1.2%	46.3 MB	499.8 MB	46.3 MB	499.8 MB	6.6 MB	9.5 KB
27	PULL_MHC_PROTEINS (8)	CACHED	0	1.9s	35.4%	1.2%	45.3 MB	498.7 MB	45.3 MB	498.7 MB	6.2 MB	5.6 KB
79	PULL_IPD_KIR (13)	CACHED	0	2.2s	25.7%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	18.6 KB
98	PULL_MHC_PROTEINS (14)	CACHED	0	2.3s	23.0%	1.2%	45.4 MB	498.7 MB	45.4 MB	498.7 MB	6.2 MB	5.6 KB
96	PULL_MHC_PROTEINS (13)	CACHED	0	1.8s	30.3%	1.2%	45.2 MB	498.7 MB	45.2 MB	498.7 MB	6.2 MB	5.6 KB
90	PULL_IPD_MHC (15)	CACHED	0	2s	30.2%	1.2%	45.5 MB	498.8 MB	45.5 MB	498.8 MB	6.6 MB	9.5 KB
88	PULL_MHC_PROTEINS (12)	CACHED	0	1.3s	35.9%	0.3%	11.4 MB	17.4 MB	11.4 MB	17.4 MB	6.2 MB	5.6 KB
117	PULL_IPD_MHC (20)	CACHED	0	2s	31.2%	1.2%	46.9 MB	499.8 MB	46.9 MB	499.8 MB	6.6 MB	9.4 KB
103	PULL_MHC_PROTEINS (16)	CACHED	0	1.6s	39.4%	0.5%	19.1 MB	470.9 MB	19.1 MB	470.9 MB	6.2 MB	5.6 KB
87	PULL_IPD_KIR (16)	CACHED	0	2.3s	39.2%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	8.5 KB
101	PULL_IPD_KIR (17)	CACHED	0	1.9s	24.9%	1.2%	46.4 MB	499.9 MB	46.4 MB	499.9 MB	6.6 MB	18.4 KB
109	PULL_IPD_KIR (19)	CACHED	0	1.9s	31.4%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	8.5 KB
105	PULL_MHC_PROTEINS (17)	CACHED	0	1.9s	28.2%	1.2%	45.1 MB	498.7 MB	45.1 MB	498.7 MB	6.2 MB	5.6 KB
138	PULL_MHC_PROTEINS (20)	CACHED	0	1.8s	25.3%	1.2%	45.6 MB	498.7 MB	45.6 MB	498.7 MB	6.2 MB	5.6 KB
93	PULL_IPD_MHC (16)	CACHED	0	1.7s	31.8%	1.2%	46.3 MB	499.8 MB	46.3 MB	499.8 MB	6.6 MB	9.5 KB
113	PULL_IPD_KIR (22)	CACHED	0	1.9s	26.7%	1.2%	45.1 MB	498.8 MB	45.1 MB	498.8 MB	6.6 MB	18.4 KB
110	PULL_IPD_KIR (20)	CACHED	0	1.6s	34.3%	0.5%	17 MB	340.9 MB	17 MB	341.1 MB	6.6 MB	18.3 KB
142	PULL_IPD_KIR (23)	CACHED	0	1.6s	35.7%	0.3%	11.9 MB	17.5 MB	11.9 MB	17.6 MB	6.6 MB	18.3 KB
112	PULL_IPD_KIR (21)	CACHED	0	2.3s	24.5%	1.2%	45.3 MB	498.8 MB	45.3 MB	498.8 MB	6.6 MB	18.3 KB
143	PULL_MHC_PROTEINS (23)	CACHED	0	1.5s	32.4%	0.5%	20.1 MB	472.4 MB	20.1 MB	472.4 MB	6.2 MB	5.6 KB
107	PULL_IPD_KIR (18)	CACHED	0	1.8s	30.5%	1.2%	45.5 MB	498.8 MB	45.5 MB	498.8 MB	6.6 MB	18.3 KB
145	PULL_IPD_KIR (24)	CACHED	0	2.1s	25.1%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	18.3 KB
155	PULL_IPD_KIR (25)	CACHED	0	1.8s	26.4%	1.2%	46.4 MB	499.9 MB	46.4 MB	499.9 MB	6.6 MB	18.3 KB
97	PULL_IPD_MHC (17)	CACHED	0	2s	30.1%	1.2%	46.3 MB	499.8 MB	46.3 MB	499.8 MB	6.6 MB	9.5 KB
114	PULL_IPD_MHC (18)	CACHED	0	2s	29.3%	1.2%	46.5 MB	499.8 MB	46.5 MB	499.8 MB	6.6 MB	9.4 KB
99	PULL_MHC_PROTEINS (15)	CACHED	0	1.8s	31.2%	1.2%	45.5 MB	498.7 MB	45.5 MB	498.7 MB	6.2 MB	5.6 KB
115	PULL_IPD_MHC (19)	CACHED	0	2.2s	34.9%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	9.5 KB
122	PULL_MHC_PROTEINS (19)	CACHED	0	7.1s	7.3%	1.2%	45.8 MB	498.7 MB	45.8 MB	498.7 MB	6.2 MB	5.6 KB
139	PULL_MHC_PROTEINS (21)	CACHED	0	1.6s	29.7%	0.5%	20.4 MB	472.4 MB	20.4 MB	472.4 MB	6.2 MB	5.6 KB
140	PULL_MHC_PROTEINS (22)	CACHED	0	1.8s	32.2%	1.2%	45.3 MB	498.7 MB	45.3 MB	498.7 MB	6.2 MB	5.6 KB
118	PULL_IPD_MHC (21)	CACHED	0	1.9s	31.9%	1.2%	46.3 MB	499.8 MB	46.3 MB	499.8 MB	6.6 MB	9.4 KB
68	PULL_IPD_KIR (10)	CACHED	0	1.8s	28.1%	0.5%	18.4 MB	470.6 MB	18.4 MB	470.7 MB	6.6 MB	8.5 KB
146	PULL_MHC_PROTEINS (24)	CACHED	0	1.3s	42.3%	0.6%	22.7 MB	474.4 MB	22.7 MB	474.4 MB	6.2 MB	5.6 KB
108	PULL_MHC_PROTEINS (18)	CACHED	0	1.8s	26.6%	1.2%	45.4 MB	498.7 MB	45.4 MB	498.7 MB	6.2 MB	5.6 KB
168	PULL_MHC_PROTEINS (26)	CACHED	0	1.5s	35.3%	1.2%	45 MB	498.7 MB	45 MB	498.7 MB	6.2 MB	5.6 KB
165	PULL_IPD_MHC (24)	CACHED	0	2.2s	26.8%	1.2%	45.6 MB	498.8 MB	45.6 MB	498.8 MB	6.6 MB	9.5 KB
170	PULL_IPD_MHC (25)	CACHED	0	1.9s	30.6%	1.2%	46.4 MB	499.8 MB	46.4 MB	499.8 MB	6.6 MB	9.5 KB
172	PULL_IPD_MHC (26)	CACHED	0	2.3s	29.4%	1.2%	45.3 MB	498.8 MB	45.3 MB	498.8 MB	6.6 MB	9.5 KB
175	PULL_MHC_PROTEINS (27)	CACHED	0	1.6s	30.2%	1.2%	44.5 MB	498.7 MB	45.8 MB	498.7 MB	6.2 MB	5.6 KB
176	PULL_MHC_PROTEINS (28)	CACHED	0	1.4s	35.8%	0.5%	17.4 MB	469.1 MB	17.4 MB	469.1 MB	6.2 MB	5.6 KB
179	PULL_IPD_MHC (27)	CACHED	0	1.9s	35.3%	1.2%	46.5 MB	499.8 MB	46.5 MB	499.8 MB	6.6 MB	9.5 KB
184	PULL_MHC_PROTEINS (30)	CACHED	0	1.7s	30.4%	1.2%	45 MB	498.7 MB	45 MB	498.7 MB	6.2 MB	5.6 KB
191	PULL_IPD_MHC (30)	CACHED	0	1.9s	35.3%	1.2%	45.1 MB	498.8 MB	45.1 MB	498.8 MB	6.6 MB	9.5 KB
183	PULL_IPD_MHC (28)	CACHED	0	2.3s	31.8%	1.2%	44.9 MB	498.8 MB	44.9 MB	498.8 MB	6.6 MB	9.5 KB
189	PULL_IPD_MHC (29)	CACHED	0	2s	31.0%	1.2%	46.3 MB	499.8 MB	46.3 MB	499.8 MB	6.6 MB	9.5 KB
186	PULL_MHC_PROTEINS (31)	CACHED	0	1.7s	31.1%	0.5%	17.5 MB	469.1 MB	17.5 MB	469.1 MB	6.2 MB	5.6 KB
194	PULL_MHC_PROTEINS (32)	CACHED	0	1.6s	32.1%	1.2%	45.4 MB	498.7 MB	45.4 MB	498.7 MB	6.2 MB	5.6 KB
180	PULL_MHC_PROTEINS (29)	CACHED	0	1.6s	31.7%	1.2%	45.2 MB	498.7 MB	45.2 MB	498.7 MB	6.2 MB	5.6 KB
158	PULL_IPD_KIR (27)	CACHED	0	1.8s	31.9%	1.2%	45.8 MB	498.8 MB	45.8 MB	498.8 MB	6.6 MB	18.3 KB
192	PULL_IPD_MHC (31)	CACHED	0	1.9s	30.0%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	9.5 KB
167	PULL_MHC_PROTEINS (25)	CACHED	0	1.9s	27.7%	1.2%	45.5 MB	498.7 MB	45.5 MB	498.7 MB	6.2 MB	5.6 KB
197	PULL_IPD_MHC (32)	CACHED	0	2.1s	30.1%	1.2%	45.3 MB	498.8 MB	45.3 MB	498.8 MB	6.6 MB	9.5 KB
201	PULL_IPD_MHC (33)	CACHED	0	2s	32.6%	1.2%	45.5 MB	498.8 MB	45.5 MB	498.8 MB	6.6 MB	9.5 KB
198	PULL_MHC_PROTEINS (33)	CACHED	0	2s	29.2%	1.2%	45.9 MB	498.7 MB	45.9 MB	498.7 MB	6.2 MB	5.6 KB
204	PULL_MHC_PROTEINS (34)	CACHED	0	1.7s	30.7%	0.5%	18.7 MB	470.7 MB	18.7 MB	470.7 MB	6.2 MB	5.6 KB
121	PULL_IPD_MHC (23)	CACHED	0	2.1s	28.8%	1.2%	45.3 MB	498.8 MB	45.3 MB	498.8 MB	6.6 MB	9.5 KB
202	PULL_IPD_MHC (34)	CACHED	0	1.9s	30.7%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	9.5 KB
206	PULL_MHC_PROTEINS (35)	CACHED	0	2.3s	27.3%	1.2%	45.2 MB	498.7 MB	45.2 MB	498.7 MB	6.2 MB	5.6 KB
209	PULL_IPD_MHC (35)	CACHED	0	2s	30.3%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	9.5 KB
162	PULL_IPD_KIR (28)	CACHED	0	1.7s	30.5%	1.2%	46.6 MB	499.9 MB	46.6 MB	499.9 MB	6.6 MB	18.3 KB
213	PULL_IPD_MHC (36)	CACHED	0	2s	35.2%	1.2%	45.5 MB	498.8 MB	45.5 MB	498.8 MB	6.6 MB	9.5 KB
212	PULL_MHC_PROTEINS (36)	CACHED	0	2s	30.5%	1.2%	45.2 MB	498.7 MB	45.2 MB	498.7 MB	6.2 MB	5.6 KB
219	PULL_IPD_MHC (38)	CACHED	0	2.3s	29.0%	1.2%	45.5 MB	498.8 MB	45.5 MB	498.8 MB	6.6 MB	9.5 KB
215	PULL_IPD_MHC (37)	CACHED	0	2.1s	34.1%	1.2%	45.3 MB	498.8 MB	45.3 MB	498.8 MB	6.6 MB	9.5 KB
218	PULL_MHC_PROTEINS (37)	CACHED	0	2s	29.7%	1.2%	45.1 MB	498.7 MB	45.1 MB	498.7 MB	6.2 MB	5.6 KB
223	PULL_MHC_PROTEINS (38)	CACHED	0	1.9s	32.8%	1.2%	45.3 MB	498.7 MB	45.3 MB	498.7 MB	6.2 MB	5.6 KB
221	PULL_IPD_MHC (39)	CACHED	0	2.2s	28.6%	1.2%	44.9 MB	498.5 MB	44.9 MB	498.5 MB	6.6 MB	9.5 KB
119	PULL_IPD_MHC (22)	CACHED	0	1.7s	33.9%	0.5%	19.8 MB	471.5 MB	19.8 MB	471.5 MB	6.6 MB	9.5 KB
227	PULL_IPD_MHC (40)	CACHED	0	2s	31.2%	1.2%	45 MB	498.8 MB	45 MB	498.8 MB	6.6 MB	9.5 KB
229	PULL_MHC_PROTEINS (39)	CACHED	0	2s	34.0%	1.2%	45.4 MB	498.7 MB	45.4 MB	498.7 MB	6.2 MB	5.6 KB
224	PULL_IPD_KIR (30)	CACHED	0	2.1s	37.8%	1.2%	46.5 MB	499.9 MB	46.5 MB	499.9 MB	6.6 MB	18.3 KB
236	PULL_MHC_PROTEINS (40)	CACHED	0	2.1s	29.2%	1.2%	45.1 MB	498.7 MB	45.1 MB	498.7 MB	6.2 MB	5.6 KB
241	PULL_IPD_MHC (42)	CACHED	0	1.9s	30.6%	1.2%	46.7 MB	499.8 MB	46.7 MB	499.8 MB	6.6 MB	9.5 KB
156	PULL_IPD_KIR (26)	CACHED	0	1.7s	28.4%	1.2%	45.7 MB	498.8 MB	45.7 MB	498.8 MB	6.6 MB	18.3 KB
238	PULL_MHC_PROTEINS (41)	CACHED	0	2s	29.3%	1.2%	45.5 MB	498.7 MB	45.5 MB	498.7 MB	6.2 MB	5.6 KB
226	PULL_IPD_KIR (31)	CACHED	0	1.8s	35.3%	1.2%	46.7 MB	499.9 MB	46.7 MB	499.9 MB	6.6 MB	8.5 KB
207	PULL_IPD_KIR (29)	CACHED	0	1.9s	30.1%	1.2%	45.7 MB	498.8 MB	45.7 MB	498.8 MB	6.6 MB	18.3 KB
245	PULL_MHC_PROTEINS (42)	CACHED	0	1.9s	29.3%	1.2%	45.4 MB	498.7 MB	45.4 MB	498.7 MB	6.2 MB	5.6 KB
242	PULL_IPD_MHC (43)	CACHED	0	1.7s	31.7%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	9.5 KB
248	PULL_MHC_PROTEINS (43)	CACHED	0	2.1s	30.3%	1.2%	45.1 MB	498.7 MB	45.1 MB	498.7 MB	6.2 MB	5.6 KB
252	PULL_IPD_KIR (33)	CACHED	0	2.1s	31.5%	1.2%	45.3 MB	498.8 MB	45.3 MB	498.8 MB	6.6 MB	18.3 KB
234	PULL_IPD_MHC (41)	CACHED	0	2.1s	31.1%	1.2%	45.1 MB	498.8 MB	45.1 MB	498.8 MB	6.6 MB	9.5 KB
255	PULL_MHC_PROTEINS (44)	CACHED	0	1.6s	40.6%	1.2%	45.9 MB	498.7 MB	45.9 MB	498.7 MB	6.2 MB	5.6 KB
251	PULL_IPD_MHC (44)	CACHED	0	1.8s	34.0%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	9.5 KB
257	PULL_IPD_KIR (34)	CACHED	0	2s	34.0%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	17.1 KB
246	PULL_IPD_KIR (32)	CACHED	0	2.1s	29.4%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	18.4 KB
259	PULL_IPD_KIR (35)	CACHED	0	2.1s	30.2%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	20.5 KB
262	PULL_IPD_MHC (45)	CACHED	0	2.2s	30.5%	1.2%	45 MB	498.8 MB	45 MB	498.8 MB	6.6 MB	9.5 KB
266	PULL_IPD_KIR (36)	CACHED	0	2.1s	32.1%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	17.8 KB
265	PULL_MHC_PROTEINS (46)	CACHED	0	1.8s	29.5%	0.7%	28.6 MB	482.4 MB	28.6 MB	482.4 MB	6.2 MB	5.6 KB
274	PULL_IPD_KIR (39)	CACHED	0	2.2s	36.1%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	18 KB
282	PULL_IPD_KIR (40)	CACHED	0	2.1s	27.0%	1.2%	45.1 MB	498.8 MB	45.1 MB	498.8 MB	6.6 MB	17.2 KB
281	PULL_MHC_PROTEINS (47)	CACHED	0	1.8s	33.0%	1.2%	45.8 MB	498.7 MB	45.8 MB	498.7 MB	6.2 MB	5.6 KB
284	PULL_MHC_PROTEINS (48)	CACHED	0	1.6s	35.6%	0.5%	17.3 MB	469.1 MB	17.3 MB	469.1 MB	6.2 MB	5.6 KB
287	PULL_MHC_PROTEINS (49)	CACHED	0	1.9s	27.9%	1.2%	45.4 MB	498.7 MB	45.4 MB	498.7 MB	6.2 MB	5.6 KB
288	PULL_IPD_KIR (42)	CACHED	0	2s	33.2%	1.2%	45.5 MB	498.8 MB	45.5 MB	498.8 MB	6.6 MB	19 KB
290	PULL_MHC_PROTEINS (50)	CACHED	0	1.8s	28.3%	1.2%	45.3 MB	498.7 MB	45.3 MB	498.7 MB	6.2 MB	5.6 KB
294	PULL_MHC_PROTEINS (51)	CACHED	0	1.7s	31.4%	1.2%	45.3 MB	498.7 MB	45.3 MB	498.7 MB	6.2 MB	5.6 KB
299	PULL_MHC_PROTEINS (52)	CACHED	0	1.9s	33.0%	0.5%	17.9 MB	469.3 MB	17.9 MB	469.3 MB	6.2 MB	5.6 KB
289	PULL_IPD_KIR (43)	CACHED	0	2.1s	33.2%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	19.8 KB
303	PULL_MHC_PROTEINS (53)	CACHED	0	2s	27.9%	1.2%	45.6 MB	498.7 MB	45.6 MB	498.7 MB	6.2 MB	5.6 KB
304	PULL_MHC_PROTEINS (54)	CACHED	0	1.9s	28.2%	1.2%	45.1 MB	498.7 MB	45.1 MB	498.7 MB	6.2 MB	5.6 KB
306	PULL_MHC_PROTEINS (55)	CACHED	0	2.4s	26.0%	1.2%	45.1 MB	498.7 MB	45.1 MB	498.7 MB	6.2 MB	5.6 KB
300	PULL_IPD_KIR (44)	CACHED	0	2s	38.6%	1.2%	45.3 MB	498.8 MB	45.3 MB	498.8 MB	6.6 MB	16.4 KB
309	PULL_MHC_PROTEINS (56)	CACHED	0	1.8s	38.6%	1.2%	45 MB	498.7 MB	45 MB	498.7 MB	6.2 MB	5.6 KB
311	PULL_MHC_PROTEINS (57)	CACHED	0	1.9s	32.0%	1.2%	45.8 MB	498.7 MB	45.8 MB	498.7 MB	6.2 MB	5.6 KB
312	PULL_MHC_PROTEINS (58)	CACHED	0	2s	29.0%	1.2%	45.6 MB	498.7 MB	45.6 MB	498.7 MB	6.2 MB	5.5 KB
307	PULL_IPD_KIR (45)	CACHED	0	2s	28.1%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	19.6 KB
317	PULL_MHC_PROTEINS (59)	CACHED	0	1.9s	31.3%	1.2%	45.9 MB	498.7 MB	45.9 MB	498.7 MB	6.2 MB	5.6 KB
324	PULL_MHC_PROTEINS (60)	CACHED	0	1.7s	32.5%	0.6%	22.6 MB	474.5 MB	22.6 MB	474.5 MB	6.2 MB	5.6 KB
327	PULL_MHC_PROTEINS (61)	CACHED	0	1.9s	29.6%	1.2%	45 MB	498.7 MB	45 MB	498.7 MB	6.2 MB	5.6 KB
316	PULL_IPD_KIR (46)	CACHED	0	1.8s	33.7%	1.2%	46.5 MB	499.9 MB	46.5 MB	499.9 MB	6.6 MB	17.4 KB
333	PULL_MHC_PROTEINS (63)	CACHED	0	1.6s	35.3%	1.2%	45 MB	498.7 MB	45 MB	498.7 MB	6.2 MB	5.6 KB
331	PULL_MHC_PROTEINS (62)	CACHED	0	1.9s	29.7%	1.2%	45.5 MB	498.7 MB	45.5 MB	498.7 MB	6.2 MB	5.6 KB
283	PULL_IPD_KIR (41)	CACHED	0	2.2s	29.8%	1.2%	45.5 MB	498.8 MB	45.5 MB	498.8 MB	6.6 MB	8.5 KB
339	PULL_IPD_KIR (48)	CACHED	0	2.3s	29.7%	1.2%	45.3 MB	498.8 MB	45.3 MB	498.8 MB	6.6 MB	71.3 KB
345	PULL_IPD_KIR (49)	CACHED	0	2.2s	27.4%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	16.6 KB
268	PULL_IPD_MHC (46)	CACHED	0	2s	35.3%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	9.5 KB
348	PULL_IPD_KIR (50)	CACHED	0	2.1s	33.2%	1.2%	45.4 MB	498.8 MB	45.4 MB	498.8 MB	6.6 MB	18.4 KB
354	PULL_IPD_KIR (51)	CACHED	0	2.1s	31.8%	1.2%	45.6 MB	498.8 MB	45.6 MB	498.8 MB	6.6 MB	17.1 KB
355	PULL_IPD_MHC (48)	CACHED	0	2s	30.5%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	9.5 KB
358	PULL_IPD_KIR (52)	CACHED	0	2s	32.3%	1.2%	46.4 MB	499.9 MB	46.4 MB	499.9 MB	6.6 MB	17.1 KB
353	PULL_IPD_MHC (47)	CACHED	0	2.6s	25.8%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	9.5 KB
359	PULL_IPD_KIR (53)	CACHED	0	2s	28.5%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	17.1 KB
363	PULL_IPD_KIR (54)	CACHED	0	1.8s	34.6%	1.2%	46.2 MB	499.9 MB	46.2 MB	499.9 MB	6.6 MB	17.1 KB
365	PULL_IPD_KIR (55)	CACHED	0	1.9s	30.0%	1.2%	46.5 MB	499.9 MB	46.5 MB	499.9 MB	6.6 MB	17.1 KB
366	PULL_IPD_KIR (56)	CACHED	0	2.2s	33.0%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	17.1 KB
368	PULL_IPD_KIR (57)	CACHED	0	2s	28.9%	1.2%	45.5 MB	498.8 MB	45.5 MB	498.8 MB	6.6 MB	17.8 KB
371	PULL_IPD_KIR (59)	CACHED	0	1.8s	40.2%	1.2%	45.1 MB	498.8 MB	45.1 MB	498.8 MB	6.6 MB	17.1 KB
380	PULL_IPD_KIR (61)	CACHED	0	1.9s	29.7%	1.2%	45.2 MB	498.8 MB	45.2 MB	498.8 MB	6.6 MB	17.3 KB
372	PULL_IPD_KIR (60)	CACHED	0	1.7s	36.5%	1.2%	45.6 MB	498.8 MB	45.6 MB	498.8 MB	6.6 MB	16.7 KB
342	PULL_MHC_PROTEINS (65)	CACHED	0	1.9s	29.6%	1.2%	45.6 MB	498.7 MB	45.6 MB	498.7 MB	6.2 MB	5.6 KB
